"callsign","lat","lon","addr2"
"VA7HOG","49.229000","-122.951890","BURNABY"
"VA7HOH","53.921300","-122.826300","PRINCE GEORGE"
"VA7HOO","49.276800","-123.039100","VANCOUVER"
"VA7HOT","49.213900","-123.134800","VANCOUVER"
"VA7HOY","49.232000","-123.089900","VANCOUVER"
"VA7HP","49.885100","-119.489200","KELOWNA"
"VA7HPG","53.876900","-122.803600","PRINCE GEORGE"
"VA7HPS","49.212500","-122.917590",""
"VA7HQ","49.230900","-122.998090","BURNABY"
"VA7HR","49.873300","-119.543100","WEST KELOWNA"
"VA7HSB","49.054800","-122.321600","ABBOTSFORD"
"VA7HSS","54.516700","-128.608000","TERRACE"
"VA7HSU","49.162000","-123.175500","RICHMOND"
"VA7HSW","49.160200","-123.114000","RICHMOND"
"VA7HT","48.453800","-123.337400","VICTORIA"
"VA7HTB","49.209600","-122.997800","BURNABY"
"VA7HTC","49.228500","-123.185000","VANCOUVER"
"VA7HTH","49.243900","-123.040400","VANCOUVER"
"VA7HU","48.652700","-123.427890","SIDNEY"
"VA7HUR","49.128800","-122.767000","Langley"
"VA7HUX","49.171700","-121.951200","CHILLIWACK"
"VA7HVN","49.008300","-118.792590","Merritt"
"VA7HWH","49.183100","-123.050100","RICHMOND"
"VA7HWY","49.229800","-122.609700","MAPLE RIDGE"
"VA7HYD","49.224472","-122.619176","MAPLE RIDGE"
"VA7HYG","49.352500","-124.446900","QUALICUM BEACH"
"VA7HZA","49.352300","-123.115900","NORTH VANCOUVER"
"VA7IA","48.488300","-123.410790","VICTORIA"
"VA7IAN","49.261783","-123.170489",""
"VA7IB","49.128800","-122.767000","SURREY"
"VA7IBM","49.315700","-122.744690","COQUITLAM"
"VA7IC","49.219700","-124.001200","NANAIMO"
"VA7ICE","49.599000","-119.690200","SUMMERLAND"
"VA7ICM","51.647200","-121.294000","100 MILE HOUSE"
"VA7ICQ","49.272600","-123.007000","BURNABY"
"VA7ICS","49.346600","-123.099700","NORTH VANCOUVER"
"VA7ICT","49.233400","-124.799800","PORT ALBERNI"
"VA7ICU","48.453800","-123.337400","VICTORIA"
"VA7ID","49.296700","-122.845690","PORT MOODY"
"VA7IDR","49.229800","-122.609700","MAPLE RIDGE"
"VA7IDX","54.032900","-132.149700","MASSET"
"VA7IER","48.783300","-123.699700","DUNCAN"
"VA7IFM","48.783300","-123.699700","DUNCAN"
"VA7IFP","48.414500","-123.361400","VICTORIA"
"VA7IG","49.160200","-123.114000","RICHMOND"
"VA7IHG","49.276900","-123.089100","VANCOUVER"
"VA7IHR","49.175700","-121.930100","CHILLIWACK"
"VA7II","49.355500","-123.187290","WEST VANCOUVER"
"VA7III","49.229000","-122.951890","Vernon"
"VA7IJC","49.275500","-123.128300","VANCOUVER"
"VA7IJS","49.263200","-123.239200","VANCOUVER"
"VA7IKS","49.175700","-121.930100","CHILLIWACK"
"VA7ILP","49.254100","-123.146190","VANCOUVER"
"VA7IM","49.248600","-123.120200","VANCOUVER"
"VA7IMI","49.268000","-123.168000","VANCOUVER"
"VA7INC","49.229000","-122.951890","VANCOUVER"
"VA7INP","49.142900","-122.865500","SURREY"
"VA7ION","49.131630","-122.693076","SURREY"
"VA7IOU","49.243900","-123.040400","VANCOUVER"
"VA7IP","49.349400","-123.047400","NORTH VANCOUVER"
"VA7IPL","49.248600","-123.120200",""
"VA7IQ","49.024900","-123.083400",""
"VA7IRC","49.352500","-124.446900","QUALICUM BEACH"
"VA7IRG","49.171700","-121.951200","CHILLIWACK"
"VA7IRL","49.162000","-123.175500","RICHMOND"
"VA7IRV","50.635200","-120.246100","KAMLOOPS"
"VA7IS","49.325300","-122.950990","NORTH VANCOUVER"
"VA7ISC","48.442300","-123.321600","VICTORIA"
"VA7ISL","48.783300","-123.699700","CROFTON"
"VA7ISS","48.488300","-123.410790","VICTORIA"
"VA7IST","49.182700","-122.880500","SURREY"
"VA7IT","49.214482","-123.107176","VANCOUVER"
"VA7ITO","49.274300","-122.758200","COQUITLAM"
"VA7ITP","49.296700","-122.845690","PORT MOODY"
"VA7IVN","48.786200","-123.283900","SQUAMISH"
"VA7IVY","49.315700","-122.744690","COQUITLAM"
"VA7JA","53.952200","-122.760900","PRINCE GEORGE"
"VA7JAA","49.228500","-123.185000","VANCOUVER"
"VA7JAC","49.230900","-122.998090","BURNABY"
"VA7JAG","48.474000","-123.311800","VICTORIA"
"VA7JAH","49.260500","-123.060190",""
"VA7JAK","49.274300","-122.758200","COQUITLAM"
"VA7JAL","49.272600","-123.007000","BURNABY"
"VA7JAM","49.251600","-123.168400","VANCOUVER"
"VA7JAN","49.218200","-123.041100","VANCOUVER"
"VA7JAR","49.247100","-123.109100","VANCOUVER"
"VA7JAS","49.107800","-122.865100","SURREY"
"VA7JAW","48.783300","-123.699700","DUNCAN"
"VA7JAY","49.160200","-123.114000","RICHMOND"
"VA7JAZ","49.268000","-123.168000","VANCOUVER"
"VA7JB","49.107800","-122.865100","SURREY"
"VA7JBM","49.182700","-122.880500","SURREY"
"VA7JBW","49.142900","-122.865500","SURREY"
"VA7JC","49.103333","-122.793333",""
"VA7JCB","49.341200","-123.201400","VANCOUVER"
"VA7JCC","49.021600","-119.468100","OSOYOOS"
"VA7JCH","49.267500","-122.929590","BURNABY"
"VA7JCL","49.496900","-119.598690","PENTICTON"
"VA7JCM","49.047100","-122.241100","ABBOTSFORD"
"VA7JCP","48.406000","-123.517700","VICTORIA"
"VA7JCR","49.058400","-122.492200","ALDERGROVE"
"VA7JD","49.248600","-123.120200","VANCOUVER"
"VA7JDB","48.540000","-123.562500","MALAHAT"
"VA7JDD","48.436100","-123.409700","VICTORIA"
"VA7JDF","48.377500","-123.730700","SOOKE"
"VA7JDL","50.996700","-118.196800","Coquitlam"
"VA7JDM","49.103400","-122.654400","LANGLEY"
"VA7JDO","49.225500","-123.068100","VANCOUVER"
"VA7JDR","49.239400","-122.853200","COQUITLAM"
"VA7JDS","48.652700","-123.427890","NORTH SAANICH"
"VA7JDW","50.258300","-119.266700","Grand Forks"
"VA7JDY","49.257900","-123.131200","VANCOUVER"
"VA7JE","49.160200","-123.114000","RICHMOND"
"VA7JEB","49.103400","-122.654400","LANGLEY"
"VA7JED","49.272600","-123.007000","BURNABY"
"VA7JEF","49.477800","-123.754200","SECHELT"
"VA7JEH","49.269100","-122.686100","PORT MEADOWS"
"VA7JEJ","53.876900","-122.803600","PRINCE GEORGE"
"VA7JEK","50.443100","-119.196200","ARMSTRONG"
"VA7JEL","53.921300","-122.826300","PRINCE GEORGE"
"VA7JEM","49.051600","-122.276400","ABBOTSFORD"
"VA7JEN","49.680500","-124.979200","COURTENAY"
"VA7JEP","49.128800","-122.767000","SURREY"
"VA7JEQ","49.256100","-122.856200","COQUITLAM"
"VA7JES","50.996700","-118.196800","SURREY"
"VA7JET","48.993100","-123.821700","LADYSMITH"
"VA7JEV","48.377500","-123.730700","SOOKE"
"VA7JF","49.219700","-124.001200","NANAIMO"
"VA7JFC","49.247100","-123.109100","VANCOUVER"
"VA7JFK","49.274300","-122.758200","PORT COQUITLAM"
"VA7JG","49.305900","-121.767900","HARRISON HOT SPRINGS"
"VA7JGC","49.245800","-122.773400","PORT COQUITLAM"
"VA7JGG","49.275500","-123.128300","VANCOUVER"
"VA7JGL","49.352500","-124.446900","QUALICUM BEACH"
"VA7JGS","49.324000","-123.083800","NORTH VANCOUVER"
"VA7JH","50.003177","-125.250761","CAMPBELL RIVER"
"VA7JHA","50.708100","-120.381300","KAMLOOPS"
"VA7JHO","49.239400","-122.853200","COQUITLAM"
"VA7JHP","49.247300","-123.209900","VANCOUVER"
"VA7JHS","49.274300","-122.758200","PORT COQUITLAM"
"VA7JIA","49.160200","-123.114000","RICHMOND"
"VA7JIM","49.256100","-122.856200","COQUITLAM"
"VA7JJ","48.652700","-123.427890","NORTH SAANICH"
"VA7JJC","49.277300","-123.113200",""
"VA7JJJ","49.267500","-122.976290","BURNABY"
"VA7JJM","49.157500","-123.050100","RICHMOND"
"VA7JJN","49.212500","-122.917590","NEW WESTMINSTER"
"VA7JJP","49.170800","-122.732900","SURREY"
"VA7JJR","49.477800","-123.754200","SECHELT"
"VA7JK","49.142900","-122.865500","SURREY"
"VA7JKM","49.315700","-122.744690","COQUITLAM"
"VA7JKW","49.113400","-122.906700","DELTA"
"VA7JL","49.496900","-119.598690","PENTICTON"
"VA7JLB","49.248600","-123.120200","VANCOUVER"
"VA7JLE","49.248600","-123.120200","VANCOUVER"
"VA7JLJ","50.584300","-127.095900","PORT MCNEILL"
"VA7JLM","49.051600","-122.276400","ABBOTSFORD"
"VA7JLP","50.216700","-119.200200","COLDSTREAM"
"VA7JLR","53.909000","-122.766400","PRINCE GEORGE"
"VA7JM","48.418800","-123.327690","VICTORIA"
"VA7JMC","49.145600","-123.176500","RICHMOND"
"VA7JMD","49.021600","-119.468100","OSOYOOS"
"VA7JMF","49.103400","-122.654400","LANGLEY"
"VA7JMH","49.239400","-122.853200","COQUITLAM"
"VA7JMJ","48.683400","-123.600500","COBBLE HILL"
"VA7JMO","49.340615","-123.102837","NORTH VANCOUVER"
"VA7JMP","50.251900","-118.971900","LUMBY"
"VA7JMT","49.988900","-125.236800","CAMPBELL RIVER"
"VA7JMY","50.217000","-126.548000","WOSS"
"VA7JND","49.103400","-122.654400","LANGLEY"
"VA7JNR","49.229800","-122.609700","MAPLE RIDGE"
"VA7JO","49.341200","-123.201400","WEST VANCOUVER"
"VA7JOA","50.041500","-125.214400","QUATHIASKI COVE"
"VA7JOC","53.876900","-122.803600","Prince George"
"VA7JOJ","49.247100","-123.109100","VANCOUVER"
"VA7JOL","50.258300","-119.266700","VERNON"
"VA7JON","50.785800","-119.334800","TAPPEN"
"VA7JOR","49.248800","-123.000690",""
"VA7JOY","49.865700","-124.550100","POWELL RIVER"
"VA7JP","48.556900","-123.382800","VICTORIA"
"VA7JPC","49.496900","-119.598690","PENTICTON"
"VA7JPD","49.296700","-122.845690","PORT MOODY"
"VA7JPN","49.349400","-123.047400","NORTH VANCOUVER"
"VA7JPP","49.453700","-120.519600","PRINCETON"
"VA7JPR","49.231500","-122.929190","BURNABY"
"VA7JR","49.352500","-124.446900","QUALICUM BEACH"
"VA7JRA","49.142900","-122.865500","SURREY"
"VA7JRB","50.708100","-120.381300","KAMLOOPS"
"VA7JRD","49.024900","-123.083400","DELTA"
"VA7JRE","49.270000","-123.126667","VANCOUVER"
"VA7JRH","49.247800","-123.090500","VANCOUVER"
"VA7JRK","49.315700","-122.744690","COQUITLAM"
"VA7JRP","49.135000","-122.303900","MISSION"
"VA7JRW","49.248800","-123.000690","BURNABY"
"VA7JSB","49.142900","-122.865500","SURREY"
"VA7JSG","49.182700","-122.880500","ABBOTSFORD"
"VA7JSK","49.054800","-122.321600","ABBOTSFORD"
"VA7JSL","49.183100","-123.050100","BURNABY"
"VA7JSM","49.162000","-123.175500","RICHMOND"
"VA7JSN","49.231500","-122.929190","BURNABY"
"VA7JSS","49.599000","-119.690200","SUMMERLAND"
"VA7JTL","49.274300","-122.758200","PORT COQUITLAM"
"VA7JTP","49.267500","-122.976290","BURNABY"
"VA7JTT","49.145600","-123.176500","RICHMOND"
"VA7JUD","49.229800","-122.609700","MAPLE RIDGE"
"VA7JUN","49.188000","-122.846000","SURREY"
"VA7JV","49.684400","-124.930300",""
"VA7JVH","49.267500","-122.976290","BURNABY"
"VA7JVL","55.343000","-123.104000","MACKENZIE"
"VA7JVN","49.170800","-122.732900","SURREY"
"VA7JW","49.283326","-122.874626","PORT MOODY"
"VA7JWC","49.296700","-122.845690","BELCARRA"
"VA7JWH","48.783300","-123.699700","DUNCAN"
"VA7JX","49.965900","-125.219760","CAMPBELL RIVER"
"VA7JY","49.233400","-124.799800","PORT ALBERNI"
"VA7KA","53.876900","-122.803600","PRINCE GEORGE"
"VA7KAA","49.296700","-122.845690","COQUITLAM"
"VA7KAB","49.835000","-119.615700","WEST KELOWNA"
"VA7KAF","48.652700","-123.427890","NORTH SAANICH"
"VA7KAI","49.190500","-122.810900","SURREY"
"VA7KAL","49.225500","-123.068100","LANGLEY"
"VA7KAM","49.209600","-122.997800","BURNABY"
"VA7KAN","49.133600","-123.114300","RICHMOND"
"VA7KAP","49.239400","-122.853200","COQUITLAM"
"VA7KAS","49.233400","-124.799800","PORT ALBERNI"
"VA7KAT","49.160200","-123.114000","RICHMOND"
"VA7KAZ","49.133600","-123.114300","RICHMOND"
"VA7KBH","49.274300","-122.758200","BURNABY"
"VA7KC","54.049700","-128.550700","KITIMAT"
"VA7KCC","49.162000","-123.175500","RICHMOND"
"VA7KCD","49.900500","-119.481200","KELOWNA"
"VA7KCP","48.436100","-123.409700","VICTORIA"
"VA7KCT","49.186400","-123.113200","RICHMOND"
"VA7KCZ","48.446500","-123.510400","VICTORIA"
"VA7KDD","49.188000","-122.846000","Langley"
"VA7KDL","49.256100","-122.856200","COQUITLAM"
"VA7KDS","49.477800","-123.754200","SECHELT"
"VA7KEG","50.669700","-120.325300","KAMLOOPS"
"VA7KEI","49.225500","-123.068100","VANCOUVER"
"VA7KEL","49.839600","-119.444900",""
"VA7KEM","49.274300","-122.758200","PORT COQUITLAM"
"VA7KER","49.599000","-119.690200","SUMMERLAND"
"VA7KEV","49.267500","-122.929590","BURNABY"
"VA7KF","49.183100","-123.050100","RICHMOND"
"VA7KFD","49.839600","-119.444900","KELOWNA"
"VA7KG","49.248600","-123.120200","VANCOUVER"
"VA7KGB","49.272600","-123.007000","BURNABY"
"VA7KGD","50.699800","-119.282790","SALMON ARM"
"VA7KGG","49.145600","-123.176500","RICHMOND"
"VA7KI","49.188000","-122.846000","LANGLEY"
"VA7KIA","49.430500","-123.650090","ROBERTS CREEK"
"VA7KID","53.909000","-122.766400","PRINCE GEORGE"
"VA7KIK","49.346600","-123.099700","NORTH VANCOUVER"
"VA7KIM","49.835000","-119.615700","WEST KELOWNA"
"VA7KIN","49.274300","-122.758200","COQUITLAM"
"VA7KIR","49.231500","-122.929190","BURNABY"
"VA7KJ","52.982100","-122.502600","QUESNEL"
"VA7KJB","50.669700","-120.325300","KAMLOOPS"
"VA7KJC","48.442300","-123.321600","VICTORIA"
"VA7KJS","49.276200","-123.066700","VANCOUVER"
"VA7KK","48.421091","-123.381279","VICTORIA"
"VA7KKK","49.231500","-122.929190","BURNABY"
"VA7KKN","49.154499","-123.170761","RICHMOND"
"VA7KKW","49.477800","-123.754200","108 MILE RANCH"
"VA7KLA","49.500600","-115.766700","CRANBROOK"
"VA7KLG","49.296700","-122.845690","NANAIMO"
"VA7KLM","49.884900","-119.414900","KELOWNA"
"VA7KLY","49.320500","-123.056700","NORTH VANCOUVER"
"VA7KM","49.235900","-123.149000","VANCOUVER"
"VA7KMA","49.257900","-123.131200","VANCOUVER"
"VA7KMC","50.217000","-126.548000","WOSS"
"VA7KMG","49.230900","-122.998090","SURREY"
"VA7KMM","48.783300","-123.699700","DUNCAN"
"VA7KMS","49.213900","-123.134800","VANCOUVER"
"VA7KNG","49.881600","-119.478700","KELOWNA"
"VA7KNK","49.078600","-123.073500","DELTA"
"VA7KNM","49.274300","-122.758200","PORT COQUITLAM"
"VA7KNT","49.188000","-122.846000","SURREY"
"VA7KOA","53.921300","-122.826300","PRINCE GEORGE"
"VA7KOB","53.921300","-122.826300","PRINCE GEORGE"
"VA7KOJ","51.023400","-118.061700","Delta"
"VA7KOO","49.212500","-122.917590","NEW WESTMINSTER"
"VA7KOW","49.544100","-124.802200","DENMAN ISLAND"
"VA7KPW","49.484300","-117.296400","NELSON"
"VA7KPX","49.315700","-122.744690","COQUITLAM"
"VA7KQ","49.212500","-122.917590","NEW WESTMINSTER"
"VA7KR","49.200000","-119.828000","KEREMEOS"
"VA7KRA","49.235900","-123.149000","VANCOUVER"
"VA7KRB","51.647200","-121.294000","100 MILE HOUSE"
"VA7KRC","50.635200","-120.246100","KAMLOOPS"
"VA7KRG","49.839600","-119.444900","VERNON"
"VA7KRM","49.269100","-122.686100","PITT MEADOWS"
"VA7KRV","48.377500","-123.730700","SOOKE"
"VA7KS","49.232000","-123.089900","VANCOUVER"
"VA7KSM","49.162000","-123.175500","RICHMOND"
"VA7KSN","49.277300","-123.113200","VANCOUVER"
"VA7KSO","49.260500","-123.060190","VANCOUVER"
"VA7KSP","49.254100","-123.146190","VANCOUVER"
"VA7KSS","49.885100","-119.489200","KELOWNA"
"VA7KST","49.274300","-122.758200","BURNABY"
"VA7KSY","49.133600","-123.114300","RICHMOND"
"VA7KT","49.033300","-118.431290","GRAND FORKS"
"VA7KTA","49.276200","-123.066700",""
"VA7KTD","48.436100","-123.409700","VICTORIA"
"VA7KTH","48.436100","-123.409700","VICTORIA"
"VA7KTP","49.212500","-122.917590","NEW WESTMINSTER"
"VA7KUO","49.355500","-123.187290","WEST VANCOUVER"
"VA7KVN","49.260500","-123.060190","VANCOUVER"
"VA7KVR","49.349700","-122.975500","NORTH VANCOUVER"
"VA7KW","49.341200","-123.201400","WEST VANCOUVER"
"VA7KWK","49.162000","-123.175500","RICHMOND"
"VA7KWL","49.245800","-122.773400","PORT COQUITLAM"
"VA7KWM","49.038200","-122.827400","SURREY"
"VA7KX","50.107700","-119.363900","LAKE COUNTRY"
"VA7KY","49.885100","-119.489200","KELOWNA"
"VA7KYF","49.274300","-122.758200","PORT COQUITLAM"
"VA7KYK","49.145600","-123.176500","RICHMOND"
"VA7KYL","49.162000","-123.175500","RICHMOND"
"VA7KYM","49.186400","-123.113200","RICHMOND"
"VA7KZ","50.708100","-120.381300","KAMLOOPS"
"VA7KZR","50.011500","-119.223000","LAKE COUNTRY"
"VA7LA","49.098600","-116.510400","CRESTON"
"VA7LAB","49.257900","-123.131200","VANCOUVER"
"VA7LAC","49.098600","-116.510400","CRESTON"
"VA7LAF","49.051600","-122.276400","ABBOTSFORD"
"VA7LAI","49.160200","-123.114000","RICHMOND"
"VA7LAL","49.254100","-123.146190","VANCOUVER"
"VA7LAM","49.183100","-123.050100","RICHMOND"
"VA7LAP","49.978333","-125.210000","CAMPBELL RIVER"
"VA7LAR","53.995100","-125.701500","SOUTHBANK"
"VA7LAT","53.876900","-122.803600","PRINCE GEORGE"
"VA7LAU","49.162000","-123.175500","RICHMOND"
"VA7LAW","49.186400","-123.113200","RICHMOND"
"VA7LAX","49.315700","-122.744690","COQUITLAM"
"VA7LAY","49.900500","-119.481200","KELOWNA"
"VA7LAZ","53.909000","-122.766400","PRINCE GEORGE"
"VA7LB","49.256100","-122.856200","COQUITLAM"
"VA7LBC","49.021600","-119.468100","OSOYOOS"
"VA7LBL","48.446500","-123.510400","VICTORIA"
"VA7LBP","49.885100","-119.489200","KELOWNA"
"VA7LCB","49.038200","-122.827400","SURREY"
"VA7LCC","49.218200","-123.041100","VANCOUVER"
"VA7LCD","49.218200","-123.041100","BURNABY"
"VA7LCF","49.285000","-123.132600","VANCOUVER"
"VA7LD","48.436400","-123.358000","VICTORIA"
"VA7LDA","48.377500","-123.730700","SOOKE"
"VA7LDL","55.693600","-121.596000","CHETWYND"
"VA7LDS","48.436100","-123.409700","VICTORIA"
"VA7LE","50.216700","-119.200200","COLDSTREAM"
"VA7LEA","49.103400","-122.654400","LANGLEY"
"VA7LED","54.516700","-128.608000","TERRACE"
"VA7LEE","50.052000","-119.403490","LAKE COUNTRY"
"VA7LEG","49.228500","-123.185000","VANCOUVER"
"VA7LEI","49.230900","-122.998090","BURNABY"
"VA7LEN","53.876900","-122.803600","PRINCE GEORGE"
"VA7LEO","49.274300","-122.758200","PORT COQUITLAM"
"VA7LES","58.816700","-122.650090","FORT NELSON"
"VA7LF","49.430500","-123.650090","ROBERTS CREEK"
"VA7LG","49.262200","-123.092800","VANCOUVER"
"VA7LGD","49.496900","-119.598690","OLIVER"
"VA7LGH","49.248600","-123.120200","VANCOUVER"
"VA7LGK","49.274300","-122.758200","PORT COQUITLAM"
"VA7LH","48.587100","-123.432100","ABBOTSFORD"
"VA7LHH","48.641600","-123.548900","MILL BAY"
"VA7LHM","48.890800","-123.539800","DELTA"
"VA7LHR","49.839600","-119.444900","KELOWNA"
"VA7LHW","49.145600","-123.176500","RICHMOND"
"VA7LI","49.329163","-123.166979","Vancouver"
"VA7LIM","49.113400","-122.906700","DELTA"
"VA7LIN","49.243900","-123.040400","VANCOUVER"
"VA7LIZ","49.038200","-122.827400","SURREY"
"VA7LJC","48.652700","-123.427890","SIDNEY"
"VA7LJF","49.332800","-123.026300","NORTH VANCOUVER"
"VA7LJM","49.865700","-124.550100","POWELL RIVER"
"VA7LJS","49.260500","-123.060190","VANCOUVER"
"VA7LK","48.442300","-123.321600","VICTORIA"
"VA7LKR","48.446500","-123.510400","VICTORIA"
"VA7LKW","49.276800","-123.039100","BURNABY"
"VA7LL","53.909000","-122.766400","PRINCE GEORGE"
"VA7LLA","48.595300","-123.540200","SHAWNIGAN LAKE"
"VA7LLF","49.182700","-122.880500","SURREY"
"VA7LLL","49.274300","-122.758200","PORT COQUITLAM"
"VA7LLP","49.145600","-123.176500","RICHMOND"
"VA7LLW","49.496900","-119.598690","PENTICTON"
"VA7LM","54.049700","-128.550700","KITIMAT"
"VA7LMB","48.453800","-123.337400","VICTORIA"
"VA7LMC","48.652700","-123.427890","SIDNEY"
"VA7LMN","50.901200","-119.377000","BLIND BAY"
"VA7LMQ","49.285000","-123.132600","VANCOUVER"
"VA7LMS","49.175700","-121.930100","CHILLIWACK"
"VA7LN","48.993100","-123.821700","LADYSMITH"
"VA7LNK","49.839600","-119.444900",""
"VA7LNX","49.229679","-122.966266",""
"VA7LO","49.262200","-123.092800","VANCOUVER"
"VA7LOK","49.267500","-122.929590","BURNABY"
"VA7LOL","49.243900","-123.040400","VANCOUVER"
"VA7LON","49.349400","-123.047400","NORTH VANCOUVER"
"VA7LOU","48.463200","-123.366200","VICTORIA"
"VA7LOV","48.446500","-123.510400","VICTORIA"
"VA7LP","49.160200","-123.114000","RICHMOND"
"VA7LPG","49.322900","-124.324600","NANOOSE BAY"
"VA7LRA","48.652700","-123.427890","SIDNEY"
"VA7LRI","49.517200","-123.903700","HALFMOON BAY"
"VA7LRS","49.263200","-123.239200","VANCOUVER"
"VA7LS","49.182700","-122.880500","SURREY"
"VA7LSL","49.884900","-119.414900","KELOWNA"
"VA7LSR","49.287800","-123.121390","VANCOUVER"
"VA7LT","49.272600","-123.007000","BURNABY"
"VA7LTP","50.584300","-127.095900","PORT MCNEILL"
"VA7LTW","52.133600","-122.149800","WILLIAMS LAKE"
"VA7LUC","50.467200","-119.749100","PINANTAN LAKE"
"VA7LUV","49.033300","-118.431290","GRAND FORKS"
"VA7LV","49.303400","-123.144800","NANAIMO"
"VA7LW","48.890800","-123.539800","SALT SPRING ISLAND"
"VA7LWH","49.274300","-122.758200","PORT COQUITLAM"
"VA7LWL","49.839600","-119.444900","KELOWNA"
"VA7LWS","49.257900","-123.131200","VANCOUVER"
"VA7LY","49.152970","-123.947754","NANAIMO"
"VA7LYA","53.952200","-122.760900","PRINCE GEORGE"
"VA7LYL","49.162000","-123.175500","RICHMOND"
"VA7LYM","49.145600","-123.176500","RICHMOND"
"VA7LYN","49.407800","-123.506600","GIBSONS"
"VA7LYS","49.229000","-122.951890","BURNABY"
"VA7LZ","49.352500","-124.446900","QUALICUM BEACH"
"VA7LZZ","49.272600","-123.007000","BURNABY"
"VA7MA","49.103400","-122.654400","LANGLEY"
"VA7MAA","49.884900","-119.414900","KELOWNA"
"VA7MAB","50.428200","-127.481600","PORT ALICE"
"VA7MAC","55.343000","-123.104000","MACKENZIE"
"VA7MAE","49.239400","-122.853200","COQUITLAM"
"VA7MAF","49.149400","-122.906700","CHILLIWACK"
"VA7MAG","49.149400","-122.906700","DELTA"
"VA7MAH","49.175700","-121.930100","CHILLIWACK"
"VA7MAJ","50.708100","-120.381300","KAMLOOPS"
"VA7MAL","48.436400","-123.358000","VICTORIA"
"VA7MAM","49.107800","-122.865100","SURREY"
"VA7MAP","49.247100","-123.109100","VANCOUVER"
"VA7MAR","53.876900","-122.803600","MACKENZIE"
"VA7MAS","48.488300","-123.410790","VICTORIA"
"VA7MAT","50.443100","-119.196200","MILL BAY"
"VA7MAU","49.254100","-123.146190","VANCOUVER"
"VA7MAV","49.213900","-123.134800","VANCOUVER"
"VA7MAW","49.778700","-119.741000","PEACHLAND"
"VA7MAX","49.229800","-122.609700","MAPLE RIDGE"
"VA7MAY","49.290218","-122.761532","SURREY"
"VA7MAZ","49.229600","-122.891400","NEW WESTMINSTER"
"VA7MB","49.782700","-125.049100","MERVILLE"
"VA7MBA","49.230900","-122.998090","BURNABY"
"VA7MBB","49.162000","-123.175500","RICHMOND"
"VA7MC","49.212500","-122.917590","NEW WESTMINSTER"
"VA7MCC","48.442300","-123.321600","VICTORIA"
"VA7MCD","53.921300","-122.826300","PRINCE GEORGE"
"VA7MCG","49.107800","-122.865100","SURREY"
"VA7MCH","50.699800","-119.282790","SALMON ARM"
"VA7MCJ","49.277300","-123.113200","VANCOUVER"
"VA7MCL","49.229600","-122.891400","NEW WESTMINSTER"
"VA7MCM","54.229500","-125.758100","BURNS LAKE"
"VA7MCO","48.418800","-123.327690","VICTORIA"
"VA7MCQ","49.835000","-119.615700","WEST KELOWNA"
"VA7MCR","49.517200","-123.903700","HALFMOON BAY"
"VA7MCS","49.322900","-124.324600","PARKSVILLE"
"VA7MCW","49.599000","-119.690200","SUMMERLAND"
"VA7MD","49.038200","-122.827400",""
"VA7MDA","49.228500","-123.185000","VANCOUVER"
"VA7MDB","49.900500","-119.481200","KELOWNA"
"VA7MDC","49.457600","-117.524300","SOUTH SLOCAN"
"VA7MDE","49.267500","-122.929590","BURNABY"
"VA7MDH","53.876900","-122.803600","PRINCE GEORGE"
"VA7MDI","49.186400","-123.113200","RICHMOND"
"VA7MDJ","49.243900","-123.040400","VANCOUVER"
"VA7MDK","54.516700","-128.608000","TERRACE"
"VA7MDL","49.839600","-119.444900","KELOWNA"
"VA7MDR","50.635200","-120.246100","KAMLOOPS"
"VA7MDS","49.349700","-122.975500","NORTH VANCOUVER"
"VA7MDT","49.186400","-123.113200","RICHMOND"
"VA7MEC","49.245800","-122.773400","PORT COQUITLAM"
"VA7MED","49.346600","-123.099700","NORTH VANCOUVER"
"VA7MEF","56.250700","-120.849400","FORT ST. JOHN"
"VA7MEG","48.442300","-123.321600","VICTORIA"
"VA7MEH","49.235900","-123.149000","VANCOUVER"
"VA7MEI","49.225500","-123.068100","VANCOUVER"
"VA7MEL","49.267200","-123.200400","VANCOUVER"
"VA7MEM","48.652700","-123.427890","NORTH SAANICH"
"VA7MEP","49.315700","-122.744690","COQUITLAM"
"VA7MER","49.262200","-123.092800","VANCOUVER"
"VA7MEV","49.839600","-119.444900","KELOWNA"
"VA7MEW","49.274300","-122.758200","PORT COQUITLAM"
"VA7MEX","49.184100","-119.549890","OLIVER"
"VA7MEY","49.274300","-122.758200","COQUITLAM"
"VA7MFC","49.267500","-122.976290","BURNABY"
"VA7MFR","49.232000","-123.089900","VANCOUVER"
"VA7MG","49.407800","-123.506600","GIBSONS"
"VA7MGD","49.047100","-122.241100","ABBOTSFORD"
"VA7MGF","50.669700","-120.325300","KAMLOOPS"
"VA7MGH","49.341600","-123.262200","WEST VANCOUVER"
"VA7MGK","49.615297","-124.018365","MADEIRA PARK"
"VA7MGM","49.296700","-122.845690","PORT MOODY"
"VA7MGT","50.709500","-127.415800","PORT HARDY"
"VA7MGW","49.778700","-119.741000","PEACHLAND"
"VA7MHS","49.190500","-122.810900","SURREY"
"VA7MHZ","49.900500","-119.481200","KELOWNA"
"VA7MI","49.197400","-122.489800","MAPLE RIDGE"
"VA7MIC","50.648800","-119.196600","CANOE"
"VA7MIK","49.352300","-123.115900","NORTH VANCOUVER"
